id,type,size,locality,price
3568,6,108,5,64000
3569,12,45,8,15000
3570,6,108,2,40000
3571,5,136,10,33000
3572,1,36,9,15500
3573,3,54,2,32600
3574,5,90,3,22000
3575,7,100,10,25000
3576,5,90,10,42000
3577,8,116,1,47000
3578,6,66,6,20000
3579,1,35,5,11500
3580,1,21,5,8500
3581,8,130,1,45000
3582,7,107,1,45000
3583,5,145,7,48000
3584,6,100,10,20000
3585,6,129,2,70000
3586,9,250,3,95000
3587,5,136,10,33000
3588,6,140,3,45000
3589,6,74,6,30000
3590,3,66,5,18900
3591,8,86,6,18000
3592,6,103,2,39000
3593,3,60,5,17500
3594,3,65,1,35000
3595,6,144,2,57000
3596,3,68,10,19900
3597,1,35,2,21000
3598,5,66,10,18000
3599,5,80,5,18000
3600,1,32,5,13000
3601,3,60,10,16500
3602,5,80,6,17000
3603,2,35,9,13000
3604,1,27,7,12500
3605,5,151,6,40000
3606,2,30,2,16000
3607,5,112,1,55000
3608,3,42,2,24000
3609,5,117,3,55852
3610,3,70,0,16000
3611,5,92,2,38000
3612,9,197,1,120000
3613,5,93,6,32000
3614,5,111,7,41000
3615,3,52,9,13500
3616,7,94,3,28000
3617,12,50,1,25000
3618,3,60,10,17000
3619,5,92,9,24000
3620,7,150,6,45000
3621,2,35,9,14500
3622,7,94,3,28000
3623,7,79,5,25000
3624,4,52,8,16000
3625,4,54,8,16500
3626,3,34,3,15000
3627,4,67,2,19900
3628,12,40,1,17000
3629,3,52,6,17000
3630,5,100,9,21000
3631,1,32,0,10500
3632,6,73,8,19400
3633,8,168,7,75000
3634,5,115,4,23571
3635,1,35,3,14500
3636,1,29,4,15000
3637,5,165,5,35000
3638,7,145,3,44000
3639,6,132,1,63000
3640,3,60,3,19500
3641,8,189,6,45894
3642,5,68,4,18500
3643,1,39,5,11000
3644,5,75,6,24000
3645,8,133,6,39000
3646,8,203,1,90000
3647,3,52,9,16500
3648,3,43,4,13000
3649,3,90,6,30000
3650,6,173,4,23500
3651,6,67,10,15000
3652,1,35,0,13000
3653,6,75,5,15000
3654,3,53,6,17000
3655,3,91,4,18000
3656,6,135,0,34999
3657,4,80,0,23999
3658,3,65,6,17000
3659,4,73,0,12500
3660,3,56,0,15000
3661,1,34,5,13000
3662,2,60,1,59000
3663,6,115,2,40000
3664,5,93,2,40000
3665,1,40,2,21000
3666,5,85,2,36000
3667,3,60,2,26000
3668,3,56,2,24000
3669,2,53,2,22000
3670,3,40,3,15000
3671,5,78,5,22000
3672,7,271,4,45000
3673,3,34,2,22000
3674,5,95,2,38000
3675,3,42,2,24000
3676,4,88,1,38000
3677,5,107,2,55000
3678,6,107,6,35000
3679,1,38,5,15000
3680,5,75,4,21000
3681,3,53,2,24000
3682,5,80,2,38000
3683,7,160,1,55000
3684,5,85,2,38000
3685,8,103,1,30000
3686,6,184,1,90000
3687,1,34,9,12000
3688,6,77,5,20000
3689,5,95,2,38000
3690,5,68,2,28000
3691,5,80,2,33000
3692,,200,0,78000
3693,3,40,2,22000
3694,,200,0,83000
3695,5,85,2,36000
3696,1,33,2,17500
3697,5,93,3,30000
3698,7,129,6,44000
3699,3,60,10,16000
3700,4,57,10,16000
3701,3,57,5,17000
3702,3,90,3,39968
3703,3,65,0,23000
3704,6,90,4,18000
3705,1,20,2,15000
3706,5,89,9,25000
3707,3,60,8,15500
3708,3,40,6,15000
3709,3,68,2,28000
3710,7,110,2,60000
3711,5,91,2,45000
3712,2,40,2,21000
3713,1,40,4,13500
3714,3,42,2,24000
3715,3,53,2,24000
3716,3,38,2,21000
3717,1,34,5,12000
3718,5,80,2,38000
3719,5,85,2,38000
3720,3,38,2,21000
3721,3,42,2,24000
3722,3,34,2,22000
3723,8,162,1,60000
3724,3,38,9,20000
3725,9,320,6,90000
3726,4,84,3,25000
3727,6,120,6,25000
3728,7,140,3,59800
3729,8,200,1,35000
3730,1,26,7,10500
3731,6,117,10,10000
3732,1,37,6,18000
3733,3,40,6,22000
3734,7,107,1,45000
3735,6,132,1,40000
3736,5,143,3,59823
3737,5,116,3,54827
3738,5,76,6,19650
3739,3,57,4,22000
3740,3,42,8,16000
3741,3,87,3,40000
3742,11,25,10,9500
3743,1,32,8,14000
3744,2,40,2,31000
3745,5,93,10,30000
3746,6,105,6,23000
3747,5,100,5,30000
3748,5,100,2,43000
3749,5,65,6,34000
3750,9,172,1,67000
3751,4,80,0,27900
3752,3,47,8,16000
3753,7,94,9,29500
3754,7,100,5,30000
3755,6,113,1,28000
3756,8,110,5,22000
3757,1,35,2,21000
3758,3,67,2,30000
3759,5,97,5,40000
3760,1,32,8,14000
3761,3,58,5,17000
3762,1,20,9,7500
3763,11,20,4,4000
3764,8,136,5,25000
3765,5,70,5,23000
3766,3,63,2,24000
3767,,200,5,83000
3768,,200,5,78000
3769,6,115,2,30000
3770,3,59,8,23500
3771,3,67,5,20000
3772,4,80,4,25000
3773,1,35,5,13000
3774,9,140,2,52500
3775,1,28,3,15000
3776,3,50,2,28000
3777,3,82,1,37000
3778,2,44,1,19000
3779,4,62,0,17000
3780,6,119,1,48000
3781,6,117,1,47000
3782,3,55,0,17000
3783,3,55,0,15500
3784,1,30,5,24500
3785,3,55,5,15900
3786,3,100,4,23263
3787,1,27,5,10500
3788,1,47,1,13000
3789,3,59,0,25000
3790,3,55,5,35000
3791,6,100,8,22000
3792,1,25,5,27500
3793,1,50,4,15790
3794,4,65,0,18900
3795,5,77,10,30000
3796,,300,6,90000
3797,5,116,8,36000
3798,4,91,2,22000
3799,5,135,1,35000
3800,3,45,0,14000
3801,10,196,5,110000
3802,5,84,5,30000
3803,2,40,6,16000
3804,7,117,5,35000
3805,3,43,2,16700
3806,3,65,9,16000
3807,3,50,5,35000
3808,5,104,6,39000
3809,1,30,5,27500
3810,7,139,4,37000
3811,5,112,1,42000
3812,5,130,2,57000
3813,1,93,9,16000
3814,1,34,6,11500
3815,7,130,6,35000
3816,5,136,10,33000
3817,10,286,5,110000
3818,5,105,9,27000
3819,6,80,2,36000
3820,3,60,2,26000
3821,3,75,2,29000
3822,3,76,2,32000
3823,3,53,6,22000
3824,5,87,2,30000
3825,3,54,2,29000
3826,3,42,2,26000
3827,3,75,2,32000
3828,3,45,2,27000
3829,8,94,4,18000
3830,1,24,5,8500
3831,1,30,5,11000
3832,2,40,2,21000
3833,,270,6,90000
3834,6,103,2,42000
3835,8,129,6,40500
3836,4,80,7,22500
3837,6,63,3,18000
3838,3,190,3,80000
3839,2,47,7,14000
3840,5,82,4,19900
3841,7,233,3,80000
3842,6,130,4,26000
3843,4,73,2,27900
3844,6,91,2,31500
3845,1,35,8,11000
3846,5,77,6,18000
3847,5,106,4,35000
3848,6,86,1,30000
3849,1,25,3,12000
3850,5,65,4,19000
3851,8,115,2,38000
3852,7,188,2,65000
3853,3,94,1,40000
3854,5,108,2,40000
3855,6,136,1,45000
3856,5,86,6,20000
3857,5,68,2,28000
3858,6,117,7,28500
3859,4,82,7,22500
3860,6,110,6,30000
3861,3,43,5,13500
3862,12,160,2,35000
3863,5,90,9,20000
3864,5,110,7,41000
3865,6,110,3,28000
3866,8,95,1,42000
3867,1,24,1,15000
3868,3,46,5,11000
3869,7,87,5,22000
3870,4,63,1,23780
3871,8,127,3,25950
3872,7,151,5,48000
3873,5,148,0,70000
3874,4,80,1,54000
3875,6,96,10,26000
3876,3,42,5,14999
3877,9,206,5,55000
3878,3,65,6,17000
3879,4,75,2,24000
3880,5,115,2,40000
3881,5,115,2,40000
3882,3,67,2,39300
3883,5,56,2,35000
3884,5,105,2,60500
3885,1,32,2,24000
3886,3,42,2,24000
3887,3,60,2,24000
3888,7,129,1,52000
3889,6,76,10,16000
3890,7,110,2,60000
3891,3,65,3,25000
3892,5,96,5,29000
3893,9,242,2,90000
3894,7,210,5,68250
3895,3,65,1,26000
3896,6,110,1,50000
3897,5,99,1,49900
3898,3,68,9,14800
3899,7,100,5,45000
3900,3,65,0,22000
3901,3,88,6,24000
3902,9,155,8,29900
3903,3,56,2,24000
3904,1,34,5,13000
3905,6,71,9,10000
3906,4,53,4,15000
3907,5,84,5,21900
3908,3,58,5,14500
3909,6,117,6,30000
3910,5,115,2,40000
3911,1,48,6,22000
3912,3,55,9,17500
3913,5,77,3,32000
3914,5,75,1,20000
3915,4,121,5,37500
3916,3,45,3,16000
3917,3,38,10,15000
3918,3,50,2,20500
3919,3,54,9,14990
3920,6,100,2,25000
3921,3,76,0,19000
3922,1,32,5,11000
3923,5,96,0,36000
3924,4.0,75.0,0.0,
3925,3,65,6,16000
3926,7,123,10,35000
3927,5,73,0,18000
3928,5,164,6,90000
3929,7,95,5,35000
3930,6,117,0,30000
3931,2,41,7,18500
3932,5,115,2,40000
3933,1,35,2,21000
3934,5,115,1,49000
3935,6,110,1,48000
3936,3,70,7,16400
3937,5,203,0,40000
3938,6,112,1,42000
3939,6,115,1,48000
3940,5,72,5,20900
3941,7,120,6,35000
3942,1,34,0,13090
3943,1,44,3,15000
3944,5,200,2,61000
3945,7,110,1,33000
3946,3,56,2,24000
3947,5,63,3,22000
3948,5,92,2,38000
3949,5,92,2,40000
3950,1,45,6,24000
3951,2,30,5,16000
3952,3,43,8,12500
3953,5,95,5,30900
3954,3,42,2,24000
3955,7,110,2,60000
3956,2,40,2,22000
3957,4,56,2,24000
3958,7,211,5,58250
3959,5,94,6,27000
3960,8,184,1,100000
3961,7,135,3,93001
3962,7,135,3,89927
3963,7,166,3,119902
3964,8,184,1,95000
3965,3,45,3,21000
3966,4,80,6,26000
3967,6,120,1,35000
3968,7,93,10,31500
3969,4,63,1,20790
3970,4,69,2,18000
3971,8,146,0,58000
3972,7,135,3,89927
3973,7,139,3,119902
3974,7,110,2,60000
3975,1,33,10,12250
3976,8,146,2,58000
3977,5,90,6,34000
3978,9,134,5,50000
3979,6,220,1,95000
3980,3,65,2,22000
3981,7,160,2,69000
3982,4,60,9,11500
3983,7,110,2,60000
3984,9,111,5,24000
3985,7,110,0,60000
3986,4,63,0,23780
3987,11,18,8,11000
3988,3,50,0,17000
3989,3,50,7,25000
3990,3,80,1,32500
3991,5,94,2,38700
3992,1,25,1,15500
3993,4,63,1,20790
3994,6,100,4,17900
3995,5,130,5,35000
3996,3,66,1,24000
3997,3,65,6,22000
3998,7,152,6,48000
3999,5,84,3,30000
4000,3,59,6,21500
4001,3,61,5,19000
4002,1,44,4,13500
4003,6,99,5,27000
4004,5,80,5,25000
4005,3,54,10,16000
4006,1,32,5,10500
4007,2,40,7,13000
4008,3,47,5,27000
4009,5,94,2,38700
4010,1,41,4,14002
4011,5,103,2,32000
4012,3,72,4,23000
4013,6,130,0,40000
4014,1,41,4,14900
4015,7,142,3,119902
4016,3,90,3,39968
4017,1,22,10,11500
4018,2,40,7,13000
4019,5,78,1,26000
4020,3,50,5,15000
4021,7,251,10,59000
4022,6,144,2,58000
4023,3,53,5,15500
4024,4,70,7,20000
4025,1,35,2,22000
4026,3,60,5,18900
4027,1,35,5,12500
4028,3,41,8,23000
4029,5,117,1,34000
4030,5,71,5,28000
4031,5,87,7,21000
4032,3,46,0,17000
4033,5,95,1,39000
4034,1,30,8,15000
4035,7,93,8,27000
4036,5,145,5,30000
4037,1,29,3,13900
4038,1,22,3,12900
4039,1,29,3,13900
4040,3,89,3,39968
4041,1,28,3,13900
4042,4,50,0,15000
4043,4,54,10,14500
4044,1,40,0,14000
4045,4,63,1,23780
4046,5,110,0,25000
4047,5,128,0,53000
4048,5,69,0,31000
4049,4,86,1,37000
4050,1,27,4,10000
4051,7,124,1,56000
4052,7,154,8,44000
4053,8,203,1,90000
4054,4,51,4,12500
4055,4,70,3,17000
4056,9,225,6,70000
4057,10,188,6,60000
4058,5,152,1,45000
4059,7,142,3,119902
4060,6,137,1,100000
4061,5,224,9,25000
4062,4,63,1,23780
4063,6,110,1,42980
4064,4,63,1,23780
4065,6,110,1,42980
4066,4,63,1,23780
4067,3,58,0,25000
4068,7,116,10,45000
4069,3,42,0,12500
4070,5,78,2,33000
4071,5,76,5,28000
4072,7,93,5,36000
4073,4,63,1,20790
4074,3,110,9,18000
4075,7,104,5,35000
4076,3,55,8,16000
4077,3,53,2,31000
4078,5,107,5,23500
4079,3,63,6,23000
4080,1,36,10,13500
4081,5,102,1,72600
4082,6,107,1,45000
4083,5,128,1,55000
4084,4,92,2,25900
4085,5,92,6,20000
4086,11,20,9,6000
4087,4,68,1,19000
4088,6,170,1,45000
4089,6,100,2,50000
4090,5,120,5,49000
4091,7,98,5,48000
4092,7,178,4,43000
4093,,200,5,83000
4094,5,153,3,64800
4095,7,135,3,89891
4096,4,80,4,24000
4097,,200,5,78000
4098,,200,5,83000
4099,4,68,1,24000
4100,,200,5,83000
4101,,200,5,78000
4102,3,73,2,24000
4103,3,60,8,17500
4104,2,35,1,15000
4105,3,77,3,20000
4106,3,60,6,30000
4107,7,142,6,59000
4108,5,138,5,32000
4109,12,225,5,37000
4110,6,113,1,37000
4111,3,63,6,18980
4112,3,66,9,17000
4113,4,70,9,13000
4114,6,132,1,62000
4115,1,63,9,13500
4116,6,100,6,35000
4117,3,62,8,25000
4118,1,32,5,20496
4119,3,78,6,22000
4120,1,50,1,22000
4121,7,139,0,35000
4122,3,67,8,24000
4123,2,32,0,15000
4124,5,116,3,54827
4125,5,110,8,41000
4126,4,74,2,27900
4127,4,86,2,24000
4128,3,72,2,33000
4129,5,116,3,54827
4130,1,27,5,10500
4131,6,104,1,48000
4132,6,120,1,99918
4133,5.0,112.0,1.0,
4134,3,50,0,22700
4135,5,112,3,54827
4136,1,35,2,35000
4137,3,60,5,18000
4138,4,120,3,34000
4139,3,45,2,24000
4140,3,50,10,20000
4141,6,105,5,23000
4142,3,60,3,27500
4143,3,80,1,32500
4144,5,76,9,18500
4145,5,67,0,19900
4146,6,138,1,57000
4147,5,64,1,31000
4148,6,120,1,41000
4149,3,62,0,21000
4150,3,64,0,18500
4151,5,147,3,59823
4152,3,51,0,17000
4153,3,50,10,14000
4154,7,112,5,45000
4155,5,84,7,29000
4156,3,51,0,16000
4157,1,40,10,31000
4158,1,35,2,30000
4159,8,127,2,58000
4160,7,166,3,119800
4161,3,55,8,23000
4162,3,61,8,25000
4163,7,94,9,30000
4164,3,87,3,40000
4165,3,71,9,13950
4166,3,66,5,16000
4167,2,39,8,10500
4168,1,27,10,12000
4169,7,146,6,49000
4170,4,68,4,18500
4171,7,107,1,45000
4172,7,167,5,45000
4173,5,93,7,30000
4174,3,50,3,18000
4175,8,136,5,29000
4176,5,126,2,44500
4177,3,42,5,13500
4178,7,159,1,55000
4179,5,106,10,39000
4180,,273,6,140000
4181,6,83,5,17500
4182,12,216,3,50000
4183,5,170,1,45000
4184,3,62,0,20800
4185,3,75,1,35000
4186,7,120,6,49000
4187,8,140,1,49500
4188,12,126,7,41000
4189,5,106,2,55000
4190,5,91,2,45000
4191,5,105,5,29000
4192,5,94,2,45000
4193,4,50,8,12000
4194,5,105,6,39000
4195,4,49,1,21500
4196,4,76,5,29000
4197,10,200,4,55000
4198,3,60,10,18000
4199,5,105,10,40000
4200,5,128,1,55000
4201,3,46,3,15000
4202,4,70,1,55000
4203,6,154,1,59000
4204,5,121,2,40000
4205,3,42,5,28500
4206,5,115,2,40000
4207,1,32,6,9000
4208,4,62,5,17000
4209,,225,5,70000
4210,10,225,5,65000
4211,3,75,2,32000
4212,6,189,1,59000
4213,2,45,0,6900
4214,3,54,2,27000
4215,3,53,2,27000
4216,6,95,5,42000
4217,5,128,1,55000
4218,7,205,7,77000
4219,5,69,1,31000
4220,8,140,1,65000
4221,5,140,2,35000
4222,5,104,6,39000
4223,9,170,2,65000
4224,3,90,3,39968
4225,1,60,9,19000
4226,1,92,6,22000
4227,4,56,3,25000
4228,7,87,5,39000
4229,8,124,1,81984
4230,6,144,2,57000
4231,4,77,1,38000
4232,4,90,1,45000
4233,4,75,2,29000
4234,6,94,5,42000
4235,6,143,3,45000
4236,6,100,6,35000
4237,3,92,1,47000
4238,6,108,2,40000
4239,6,65,3,15000
4240,5,140,1,75000
4241,4,62,4,16000
4242,12,234,1,62000
4243,7,119,5,45000
4244,5,86,8,29000
4245,5,105,10,40000
4246,5,120,1,35000
4247,6,77,4,26000
4248,5,105,10,40000
4249,5,128,0,55000
4250,6,105,1,50000
4251,1,35,2,21000
4252,5,77,6,25000
4253,5,85,2,38000
4254,2,43,3,25000
4255,7,149,6,90000
4256,7,165,3,119902
4257,4,72,2,25500
4258,5,107,8,26000
4259,6,103,1,42000
4260,5,145,7,48000
4261,6,134,5,42000
4262,8,183,2,150000
4263,5,79,5,23500
4264,1,30,0,13000
4265,7,262,10,68000
4266,4,69,6,14900
4267,5,105,10,35000
4268,1,35,1,20500
4269,5,120,2,32000
4270,7,125,2,31000
4271,2,40,2,21000
4272,3,117,5,33000
4273,3,95,2,41000
4274,10,175,6,65000
4275,8,127,2,60000
4276,7,174,3,139800
4277,4,60,1,20000
4278,3,51,10,15300
4279,6,106,7,38000
4280,5,93,7,24000
4281,5,106,7,38000
4282,10,220,1,95000
4283,7,188,2,55000
4284,4,75,2,24900
4285,6,87,2,30000
4286,8,181,5,54000
4287,6,130,8,25000
4288,6,73,1,36400
4289,3,65,2,50000
4290,5,75,1,37000
4291,6,80,1,45000
4292,5,64,1,31000
4293,6,136,10,33000
4294,3,92,1,47000
4295,5,120,1,49000
4296,8,181,5,54000
4297,5,122,2,35000
4298,4,112,1,47000
4299,4,94,1,40000
4300,8,170,1,78000
4301,8,145,1,65000
4302,5,114,2,50000
4303,3,50,5,31500
4304,1,34,4,15000
4305,1,49,6,11500
4306,6,100,6,35000
4307,5,127,5,35000
4308,3,92,1,47000
4309,5,65,1,31000
4310,6,87,1,28000
4311,3.0,43.0,10.0,
4312,5,102,1,52000
4313,3,62,6,35000
4314,5,85,2,36000
4315,2,40,2,21000
4316,1,33,0,20000
4317,3,50,8,22000
4318,1,30,10,15000
4319,5,63,2,36000
4320,9,170,2,65000
4321,5,109,4,23500
4322,6,73,1,36400
4323,4,42,2,19324
4324,3,60,2,33000
4325,4,57,2,20500
4326,1,48,10,20000
4327,4,75,2,32000
4328,3,56,1,19000
4329,3,50,5,35000
4330,7,160,1,55000
4331,1,39,3,23000
4332,6,95,2,3325000
4333,5,152,6,30000
4334,5,95,3,64800
4335,4,60,2,25900
4336,3,62,5,18500
4337,3,80,6,27000
4338,3,112,5,55000
4339,6,104,1,52000
4340,11,20,10,9000
4341,8,125,1,45000
4342,6,85,2,38000
4343,3,57,0,35000
4344,5,85,2,38000
4345,6,99,2,49800
4346,4,77,5,21000
4347,3,45,2,27000
4348,4,94,1,40000
4349,5,93,2,40000
4350,5,85,2,36000
4351,3,56,8,16000
4352,7,440,5,140000
4353,5,98,1,55000
4354,3,42,2,26000
4355,3,38,2,21000
4356,6,107,1,45000
4357,3,51,8,15500
4358,5,86,4,8400000
4359,5,94,2,46450
4360,5,92,2,46450
4361,5,107,2,52000
4362,5,107,2,55000
4363,1,43,2,18000
4364,3,68,5,18500
4365,5,87,2,38000
4366,4,76,1,41500
4367,3,68,2,25000
4368,3,49,7,32000
4369,5,120,8,33000
4370,6,87,2,30000
4371,5,138,1,50000
4372,6,87,2,30000
4373,3,70,2,26000
4374,1,35,1,20500
4375,10,139,8,48000
4376,4,79,0,18000
4377,3,43,6,15000
4378,4,98,2,16000
4379,6,76,4,15500
4380,5,95,1,28000
4381,4,68,4,20500
4382,3,54,10,23000
4383,3,50,5,35000
4384,3,48,2,24000
4385,4,73,2,25500
4386,5,69,1,31000
4387,3,50,8,23500
4388,3,47,2,30600
4389,6,73,7,20000
4390,3,50,8,22700
4391,3,82,1,37000
4392,10,220,1,95000
4393,1,37,0,12800
4394,5,104,6,39000
4395,6,103,2,42000
4396,10,185,2,150000
4397,6,80,0,11800
4398,10,275,6,55000
4399,8,184,1,95000
4400,1,45,5,17500
4401,1,46,5,17500
4402,3,60,8,22500
4403,3,50,5,35000
4404,3,38,2,21000
4405,7,136,3,93001
4406,8,181,5,54000
4407,3,77,1,41500
4408,1,30,5,27500
4409,12,104,6,39000
4410,7,107,0,45000
4411,3,50,3,22000
4412,3,47,3,18500
4413,5.0,173.0,5.0,
4414,5,97,1,35000
4415,3,48,3,18000
4416,7,96,7,27000
4417,3,59,4,35000
4418,3,89,3,39968
4419,5,116,2,32000
4420,10,220,1,95000
4421,3,66,1,30000
4422,7,135,3,93001
4423,3,48,8,22700
4424,6,90,1,30000
4425,8,146,2,58000
4426,3,57,8,22700
4427,3,60,8,29900
4428,3,60,6,20000
4429,6,114,2,40000
4430,6,100,5,42000
4431,4,57,8,19000
4432,5,94,2,35000
4433,3,45,0,22000
4434,3,43,1,30000
4435,3,51,3,20000
4436,7,144,2,58000
4437,1,44,5,17500
4438,3,47,6,23000
4439,3,49,6,23000
4440,4,55,5,28000
4441,1,31,5,18000
4442,5,70,5,31000
4443,3,43,5,24000
4444,4,55,5,28000
4445,1,42,5,22000
4446,5,90,5,35000
4447,3,63,5,25000
4448,4,57,5,26000
4449,3,32,5,20000
4450,3,45,1,25000
4451,4,77,2,29000
4452,3,43,2,19000
4453,6,205,6,32000
4454,1,40,3,16000
4455,1,35,2,21000
4456,5,103,1,50000
4457,6,113,6,45000
4458,1,35,2,21000
4459,5,80,2,36000
4460,12,205,6,31000
4461,,208,2,85000
4462,5,126,4,45000
4463,8,170,1,78000
4464,3,53,9,13500
4465,4,110,1,44000
4466,3,50,2,28000
4467,8,117,1,99000
4468,6,85,4,19000
4469,10,235,5,110000
4470,6,115,1,52000
4471,5,73,1,36400
4472,3,54,0,19000
4473,3,40,0,18000
4474,1,29,5,25000
4475,6,106,1,45000
4476,5,71,1,60000
4477,,550,2,500000
4478,1,40,2,21000
4479,4,92,1,45000
4480,1,35,0,21000
4481,5,67,6,24000
4482,6,132,1,62000
4483,6,132,1,62000
4484,5,81,10,23000
4485,6,143,3,45000
4486,10,189,1,99000
4487,3,118,10,22900
4488,6,104,1,53000
4489,3,75,2,32000
4490,1,46,6,15000
4491,7,107,1,45000
4492,4,121,5,45000
4493,6,94,1,24000
4494,2,30,8,12000
4495,4,86,2,26000
4496,6,100,2,35000
4497,2,34,2,22000
4498,2,40,2,21000
4499,3,112,5,55000
4500,3,55,10,19000
4501,3,38,2,19800
4502,5,82,6,29000
4503,3,38,2,19800
4504,4,117,4,38900
4505,5,104,6,39000
4506,,208,2,85000
4507,9,222,6,72000
4508,7,155,1,50000
4509,8,170,1,78000
4510,8,181,5,52000
4511,3,59,4,15000
4512,1,31,5,27500
4513,1,30,5,27500
4514,5,72,2,35000
4515,3,72,1,29000
4516,2,45,9,11000
4517,6,102,1,53000
4518,5,69,1,31000
4519,3,72,2,29000
4520,3,34,2,22000
4521,2,40,2,21000
4522,6,100,2,40000
4523,3,54,2,27000
4524,8,104,2,31000
4525,1,50,8,17700
4526,5,104,6,39000
4527,4,85,6,28000
4528,3,229,5,55000
4529,5,69,1,31000
4530,4,69,0,31000
4531,3,49,2,27000
4532,3,68,2,29000
4533,6,104,1,52000
4534,4,75,2,29000
4535,5,92,2,38000
4536,1,35,2,21000
4537,6,115,1,52000
4538,1,35,2,21000
4539,5,85,2,36000
4540,10,201,1,90000
4541,6,173,1,85000
4542,6,103,2,42000
4543,2,31,0,9500
4544,11,13,0,7500
4545,8,181,5,54000
4546,7,152,2,71000
4547,7,148,2,71000
4548,9,222,6,72000
4549,,236,4,70000
4550,4,65,8,15980
4551,7,150,3,59500
4552,6,100,2,40000
4553,5,125,2,44500
4554,3,59,2,26000
4555,3,70,2,25000
4556,5,118,1,51240
4557,7,118,5,35000
4558,5,160,1,65000
4559,8,129,6,41000
4560,7,92,4,26000
4561,5,140,1,75000
4562,4,80,1,44000
4563,8,178,1,45000
4564,6,92,2,38000
4565,5,111,0,53000
4566,3,67,1,35000
4567,5,153,3,59823
4568,8,180,2,150000
4569,8,180,2,120000
4570,9,263,8,59000
4571,3,98,1,29000
4572,5,145,7,48000
4573,7,98,1,65000
4574,10,184,1,95000
4575,6,103,2,39000
4576,5,104,5,32000
4577,5,93,2,40000
4578,3,78,0,24000
4579,3,42,2,21000
4580,5,80,2,36000
4581,8,184,1,100000
4582,5,64,1,31000
4583,7,106,1,45000
4584,5,103,5,35000
4585,6,135,2,38000
4586,5,76,5,40000
4587,7,142,3,119902
4588,7,170,3,119902
4589,8,164,4,59999
4590,1,30,5,27500
4591,1,30,5,27500
4592,1,30,5,27500
4593,5,64,1,31000
4594,3,94,2,35000
4595,5,103,1,52000
4596,3,90,3,39968
4597,3,55,0,23000
4598,4,88,1,38000
4599,1,35,2,21000
4600,7,137,3,89927
4601,6,80,2,26000
4602,6,110,1,54500
4603,5,102,2,32000
4604,5,149,1,65000
4605,10,197,1,100000
4606,7,440,5,140000
4607,5,104,1,48000
4608,5,124,1,53000
4609,6,85,2,38000
4610,5,130,1,59000
4611,7,107,1,45000
4612,2,39,5,27500
4613,1,20,9,8000
4614,1,35,2,19000
4615,1,35,2,21000
4616,1,35,2,21000
4617,,208,2,85000
4618,12,219,1,99000
4619,3,60,2,57700
4620,10,197,1,100000
4621,4,55,5,35000
4622,6,84,1,25990
4623,5.0,178.0,1.0,
4624,5,100,2,45000
4625,3,60,2,35000
4626,1,31,5,27500
4627,1,30,5,20000
4628,4,94,1,40000
4629,3,43,2,66612
