type,size,locality,price
2+kt,56,Praha 3,21000
2+1,42,Praha 2,16000
3+kt,55,Praha 9,15000
5+1,202,Praha 2,105000
1+1,50,Praha 1,12000
2+kt,52,Praha,20000
3+1,94,Praha 3,33000
2+kt,51,Praha 5,13800
2+kt,73,Praha 1,45000
unusual,10,Praha 4,7000
3+1,135,Praha 2,48000
1+kt,30,Praha 2,15000
2+kt,66,Praha 3,24000
4+kt,118,Praha 4,22000
3+kt,78,Praha 6,15000
2+1,56,Praha 1,26000
3+kt,77,Praha 6,28000
2+kt,52,Praha 1,18000
2+kt,72,Praha 5,27000
3+1,110,Praha 1,48000
2+1,66,Praha 8,
2+kt,66,Praha 1,30000
3+kt,110,Praha 7,41000
2+kt,49,Praha 3,19500
2+kt,59,Praha 4,14500
,280,Praha,65000
2+kt,44,Praha 5,13500
1+kt,26,Praha 5,12000
2+kt,53,Praha 1,20000
2+kt,68,Praha 6,15000
,230,Praha 1,70000
2+kt,62,Praha 1,30000
3+kt,79,Praha 8,28000
2+kt,39,Praha 4,12000
2+kt,55,Praha 1,15600
2+kt,50,Praha 8,16000
2+kt,43,Praha 5,12000
3+1,99,Praha 5,27000
4+1,170,Praha 1,92000
1+1,45,Praha,7800
2+1,55,Praha 4,23000
3+kt,99,Praha 1,24000
4+kt,240,Praha 4,40000
1+kt,30,Praha 5,25000
1+kt,33,Praha 9,14000
2+kt,55,Praha 5,35000
3+1,95,Praha,32000
3+1,76,Praha 1,18000
2+kt,60,Praha 2,23000
3+1,117,Praha 1,28000
3+kt,122,Praha 2,35000
3+kt,81,Praha 5,29000
3+kt,122,Praha 2,35000
3+kt,110,Praha 5,39000
3+1,120,Praha 5,38000
2+kt,57,Praha 5,22000
5+kt,190,Praha 2,55000
4+kt,101,Praha 5,30000
4+1,200,Praha 1,90000
3+kt,57,Praha 6,17000
2+kt,64,Praha 2,29000
5+1,162,Praha 6,55000
2+1,49,Praha 5,16500
3+1,72,Praha 5,24000
4+kt,98,Praha 7,38000
3+kt,77,Praha 6,28000
2+1,60,Praha 1,16000
2+kt,50,Praha 5,32000
3+1,80,Praha 4,19000
3+kt,70,Praha 2,24000
2+kt,50,Praha 4,13500
2+kt,64,Praha 2,23000
2+kt,40,Praha 6,25000
3+1,90,Praha 3,25000
1+kt,28,Praha,8500
2+1,78,Praha 7,19500
,386,Praha 6,100000
2+kt,46,Praha 5,17000
2+kt,45,Praha 5,14000
3+1,96,Praha 1,25000
3+kt,110,Praha 2,26500
3+kt,105,Praha 2,30000
2+kt,50,Praha 2,21500
3+kt,210,Praha 5,45000
2+kt,49,Praha 1,14600
3+kt,62,Praha 1,30000
2+1,72,Praha 5,18000
3+1,94,Praha 5,42000
2+kt,57,Praha 4,13500
,211,Praha,42000
2+1,90,Praha 1,26000
3+1,110,Praha 1,42000
1+1,46,Praha 4,13800
3+kt,143,Praha 1,50000
2+1,54,Praha 6,15000
2+kt,50,Praha 2,21500
2+1,50,Praha 8,18000
2+kt,60,Praha 5,17000
2+kt,68,Praha 2,22500
2+kt,63,Praha 9,15000
2+1,70,Praha 9,14000
2+kt,55,Praha 8,22500
3+kt,95,Praha 4,45000
2+kt,57,Praha 4,20000
2+kt,51,Praha 4,18000
3+1,80,Praha,19999
3+kt,93,Praha 7,41000
3+kt,82,Praha 6,22000
3+kt,100,Praha 2,45000
2+kt,53,Praha 4,11000
3+1,75,Praha 2,19000
1+kt,28,Praha 9,11000
3+kt,93,Praha 3,34800
3+kt,113,Praha 1,23500
3+kt,65,Praha,16000
2+kt,50,Praha 3,16900
3+kt,79,Praha 9,21000
2+kt,64,Praha 5,13500
2+kt,42,Praha 9,14000
2+kt,50,Praha 6,17000
2+1,54,Praha 9,16000
3+kt,50,Praha 9,18000
3+kt,113,Praha 5,43500
4+kt,180,Praha 8,34500
2+1,65,Praha 4,8300
2+kt,55,Praha 8,17000
3+1,118,Praha 2,32000
unusual,219,Praha 1,99000
1+kt,29,Praha 1,12900
4+kt,118,Praha 4,22000
4+1,110,Praha 8,25000
4+kt,117,Praha 9,21000
3+kt,86,Praha 2,26000
3+1,86,Praha 4,15000
2+kt,45,Praha 8,20000
2+kt,54,Praha 1,17000
flatshare,20,Praha 9,7500
2+kt,66,Praha 1,35000
unusual,300,Praha 4,65000
2+kt,45,Praha 5,20000
4+kt,152,Praha 1,65000
3+kt,138,Praha 1,40000
3+kt,60,Praha 1,24700
2+1,68,Praha 4,17000
1+1,45,Praha 3,15000
3+kt,105,Praha 3,31000
2+kt,50,Praha 2,35000
3+kt,85,Praha 1,26000
4+kt,120,Praha 5,30000
3+kt,60,Praha 9,14000
2+kt,52,Praha 4,17000
2+kt,62,Praha 9,19000
1+kt,32,Praha 5,15000
2+kt,90,Praha 1,27000
4+1,165,Praha 1,92000
2+kt,47,Praha 3,28000
5+kt,232,Praha,60000
3+kt,183,Praha,49000
4+kt,207,Praha,55000
4+kt,103,Praha 3,21500
3+kt,67,Praha 1,16000
2+kt,65,Praha 1,35000
2+kt,45,Praha 3,17000
1+kt,41,Praha 5,13500
2+kt,56,Praha 6,16000
2+kt,50,Praha 5,31500
1+kt,30,Praha 5,24500
4+kt,121,Praha 1,29000
3+kt,100,Praha 2,43000
3+kt,93,Praha 7,41000
5+kt,201,Praha 4,39000
4+1,121,Praha,20000
1+kt,27,Praha 1,13500
2+1,60,Praha 2,22000
4+1,120,Praha 5,27500
1+kt,31,Praha 1,12500
2+kt,82,Praha 1,24900
2+kt,65,Praha,17000
1+1,70,Praha,13900
2+kt,88,Praha 5,19000
2+1,53,Praha 1,15000
,300,Praha,65000
2+kt,53,Praha 5,25000
3+1,136,Praha 1,40000
4+1,152,Praha 6,48000
3+kt,98,Praha 1,55000
1+kt,37,Praha 5,18000
5+1,226,Praha 1,85000
4+1,150,Praha 1,79000
3+1,110,Praha 1,55000
4+kt,103,Praha 3,
3+kt,110,Praha 6,42000
2+1,48,Praha 1,19500
3+1,80,Praha 2,26000
3+kt,83,Praha 3,35000
2+kt,62,Praha 2,21000
3+1,95,Praha 2,35000
2+kt,52,Praha 1,16000
3+kt,80,Praha 6,20000
1+1,40,Praha 3,15000
2+kt,64,Praha 9,18359
2+kt,35,Praha 9,13000
1+1,35,Praha 4,19000
unusual,64,Praha 6,17300
2+kt,54,Praha 1,15500
2+kt,60,Praha 1,16500
2+1,50,Praha 1,14000
2+kt,63,Praha 1,16500
3+1,150,Praha 1,65000
3+kt,115,Praha 5,36000
2+kt,72,Praha 1,34000
4+1,147,Praha 2,58000
4+kt,90,Praha 7,26500
2+kt,56,Praha 6,16000
,290,Praha 4,65000
2+kt,65,Praha 3,18000
3+1,63,Praha 6,21000
2+1,51,Praha 6,13000
3+kt,80,Praha 2,52000
4+1,170,Praha 6,48000
4+1,198,Praha 6,65000
5+1,225,Praha 5,100000
5+1,200,Praha 6,67500
4+1,225,Praha 5,65000
2+1,190,Praha 5,35000
4+kt,116,Praha 5,39000
2+kt,53,Praha 1,15000
2+1,71,Praha 2,35000
2+kt,49,Praha 1,15000
1+kt,24,Praha 3,16000
2+kt,60,Praha 3,15000
3+kt,80,Praha 7,27000
3+kt,73,Praha 6,21000
2+kt,44,Praha 8,14990
2+1,95,Praha 2,24999
2+kt,50,Praha,16000
1+1,46,Praha 4,
1+1,45,Praha 4,
2+1,57,Praha 4,
4+1,220,Praha 1,150000
3+kt,93,Praha 3,60253
1+kt,44,Praha 1,12100
2+1,49,Praha 7,15000
2+kt,70,Praha 7,24500
2+1,62,Praha 4,
1+1,33,Praha 4,
3+kt,109,Praha 4,45000
2+kt,40,Praha,16000
2+kt,43,Praha 4,
2+kt,58,Praha 5,29900
1+kt,48,Praha 8,13000
3+kt,98,Praha 8,40000
4+kt,190,Praha,
4+kt,118,Praha 5,35000
1+kt,42,Praha 1,16000
3+kt,103,Praha 2,39000
2+kt,53,Praha,14500
2+1,60,Praha 1,15500
2+kt,43,Praha 3,20500
4+kt,168,Praha 2,59000
3+kt,70,Praha 2,24000
2+kt,55,Praha 5,15000
1+kt,46,Praha 5,10000
2+kt,67,Praha 7,21800
4+kt,111,Praha 1,39000
2+kt,64,Praha 4,17000
2+kt,60,Praha 1,18680
2+1,55,Praha 5,16500
3+1,135,Praha 2,48000
5+1,198,Praha 6,65000
1+1,45,Praha 1,20000
5+kt,343,Praha 2,175000
3+1,130,Praha 1,55000
5+1,180,Praha 2,120000
4+kt,166,Praha 3,120815
2+kt,52,Praha,15500
2+kt,43,Praha 8,13500
2+1,120,Praha 1,27000
5+kt,220,Praha 6,40000
4+1,181,Praha 5,54000
5+1,202,Praha 2,105000
1+kt,25,Praha 8,12000
4+1,144,Praha 3,44000
2+kt,64,Praha 5,20000
1+kt,38,Praha 2,22000
3+kt,99,Praha 2,52000
2+kt,76,Praha 2,45000
4+kt,200,Praha 3,119000
4+kt,126,Praha 2,71000
2+kt,40,Praha 2,22000
3+1,79,Praha 8,18000
2+kt,58,Praha 5,16000
2+kt,41,Praha 2,18500
1+kt,39,Praha 1,12000
2+1,80,Praha 2,22500
5+1,174,Praha 1,67000
2+kt,42,Praha 1,13000
2+kt,76,Praha 3,25000
2+1,57,Praha 1,19000
4+1,133,Praha 6,27500
3+kt,100,Praha 3,27999
2+kt,61,Praha 1,18700
1+1,35,Praha,10990
4+kt,150,Praha 2,71000
3+kt,87,Praha 2,45000
2+kt,62,Praha 9,18500
3+kt,98,Praha 1,26000
4+kt,100,Praha 6,35000
1+1,40,Praha 2,21000
2+kt,88,Praha 6,28000
3+kt,95,Praha 7,25000
3+kt,88,Praha 6,29000
2+1,64,Praha 6,14500
1+kt,35,Praha 2,21000
2+kt,55,Praha,12500
2+kt,53,Praha 2,24000
1+kt,30,Praha 5,25000
2+kt,42,Praha 2,24000
3+kt,100,Praha,23000
3+1,93,Praha 2,24000
4+kt,148,Praha 2,71000
3+1,96,Praha 2,45000
3+kt,100,Praha 3,31000
2+kt,88,Praha 3,27000
3+1,107,Praha 1,22000
1+kt,31,Praha 4,15000
2+1,86,Praha 5,22500
4+kt,100,Praha 5,30000
3+1,108,Praha 2,38000
3+1,73,Praha,20000
3+1,100,Praha 2,50000
5+1,307,Praha 1,150000
5+1,220,Praha,65000
5+1,225,Praha,55000
2+kt,56,Praha 3,17500
3+1,75,Praha 1,9500
4+kt,92,Praha 3,37000
2+1,72,Praha 2,21000
4+1,200,Praha 1,35000
3+kt,97,Praha 2,38000
2+kt,53,Praha 2,24000
3+kt,96,Praha 2,39000
3+kt,100,Praha 1,30000
3+kt,80,Praha 1,23000
3+1,106,Praha 2,50000
5+kt,185,Praha 5,54000
2+kt,68,Praha 2,26000
1+kt,50,Praha,20000
2+kt,45,Praha 6,15000
1+1,47,Praha 6,14500
4+1,176,Praha 7,33500
3+kt,100,Praha 3,27999
2+kt,173,Praha 3,40000
2+1,106,Praha 1,42000
2+1,74,Praha 1,19370
4+kt,116,Praha 6,42000
3+kt,92,Praha 9,20000
4+kt,118,Praha 5,35000
2+kt,50,Praha 2,28000
2+kt,58,Praha 1,18000
2+kt,53,Praha,14900
4+1,198,Praha 6,65000
2+1,55,Praha 4,14000
5+kt,133,Praha 5,55000
3+kt,87,Praha 4,20000
2+1,68,Praha 8,13000
2+kt,55,Praha 5,31500
4+1,198,Praha 6,65000
3+1,70,Praha 4,20000
1+kt,38,Praha 2,20000
2+kt,85,Praha 1,15500
2+1,80,Praha 4,25000
3+kt,136,Praha 2,50000
flatshare,14,Praha 3,6000
3+kt,117,Praha 5,25000
2+kt,48,Praha 8,16300
1+1,30,Praha 4,10800
3+kt,68,Praha 4,16000
2+1,57,Praha 4,14000
3+1,108,Praha 7,38000
5+kt,235,Praha 1,70000
3+kt,62,Praha 1,30000
2+1,84,Praha 1,32000
3+kt,100,Praha 3,35000
4+kt,200,Praha 3,119000
3+kt,89,Praha 5,25000
3+kt,89,Praha 5,25000
,386,Praha 6,100000
5+1,183,Praha 2,
2+kt,35,Praha 3,13000
2+kt,71,Praha 6,20900
2+kt,85,Praha 1,30000
4+kt,120,Praha 1,80000
2+1,80,Praha,23000
4+1,140,Praha 1,33000
2+kt,45,Praha 2,24000
4+1,200,Praha 7,60000
5+kt,146,Praha 8,48000
2+kt,56,Praha,18000
1+kt,46,Praha 5,15000
1+kt,35,Praha,21000
flatshare,20,Praha 5,4800
3+1,101,Praha 6,37000
2+kt,30,Praha 5,12000
2+kt,56,Praha 2,24000
2+kt,40,Praha 3,19000
1+kt,20,Praha 9,11000
2+kt,49,Praha 6,18000
4+kt,78,Praha 3,20000
2+kt,42,Praha 2,24000
2+kt,57,Praha 9,16500
3+kt,84,Praha 5,29000
4+1,122,Praha 6,30000
3+kt,100,Praha 2,38000
3+kt,103,Praha 1,33000
1+kt,35,Praha 2,21000
2+kt,56,Praha 3,17500
2+1,76,Praha 1,41500
2+1,77,Praha 1,38000
2+kt,65,Praha 1,35000
4+1,200,Praha 1,90000
3+kt,70,Praha 6,22000
4+kt,112,Praha 1,32000
1+kt,40,Praha,14000
5+kt,235,Praha 1,70000
3+kt,90,Praha 6,22000
4+kt,223,Praha 1,40000
2+kt,64,Praha 5,20000
3+1,105,Praha 5,60000
1+kt,34,Praha 2,23600
2+kt,50,Praha 2,26000
1+kt,41,Praha 2,24100
3+kt,74,Praha 1,27000
4+1,160,Praha 1,60000
2+kt,36,Praha 2,14000
3+kt,93,Praha 2,35900
2+kt,60,Praha 9,13800
2+kt,45,Praha 2,19000
2+kt,38,Praha 2,18000
2+kt,53,Praha 2,20000
3+kt,97,Praha 2,35000
2+kt,42,Praha 6,12490
2+kt,48,Praha 2,24000
3+kt,97,Praha 4,35000
3+kt,65,Praha 5,14500
3+kt,75,Praha 5,18000
2+kt,67,Praha 5,20000
5+1,185,Praha 2,120000
flatshare,17,Praha 3,10500
1+kt,35,Praha 2,11000
2+1,85,Praha 8,20000
1+kt,35,Praha 2,21000
unusual,140,Praha 1,39000
3+kt,76,Praha 8,28000
5+kt,220,Praha 6,40000
2+kt,48,Praha 2,24000
1+kt,35,Praha 2,21000
3+kt,110,Praha 2,40000
2+kt,42,Praha 2,24000
2+kt,42,Praha 2,24000
1+1,40,Praha 2,21000
1+kt,22,Praha 7,9500
2+1,67,Praha,27000
2+kt,58,Praha 1,18000
4+kt,122,Praha 1,50000
3+kt,86,Praha 8,31000
4+1,134,Praha 1,
2+kt,59,Praha 9,17000
2+kt,65,Praha 7,24000
2+kt,58,Praha 5,20000
1+kt,43,Praha 2,28000
2+kt,77,Praha 5,25000
2+1,50,Praha 2,19000
4+kt,128,Praha 6,36000
3+1,117,Praha,28000
1+kt,59,Praha 5,25000
1+kt,34,Praha 1,11700
2+kt,53,Praha 9,13250
3+kt,92,Praha 3,30000
4+kt,194,Praha 7,75000
4+kt,174,Praha 2,50000
2+kt,67,Praha 6,22000
4+1,130,Praha 1,45000
2+kt,38,Praha 2,21000
2+kt,54,Praha 6,16500
2+kt,67,Praha 7,25000
4+1,134,Praha 1,
3+1,30,Praha 6,37000
4+kt,106,Praha 6,42000
2+kt,64,Praha 5,20000
1+kt,35,Praha 1,20500
2+kt,46,Praha 5,22000
2+kt,45,Praha 5,22000
2+kt,70,Praha 5,21000
3+kt,64,Praha 6,25000
4+kt,135,Praha 2,31000
1+kt,40,Praha 6,23000
4+kt,90,Praha 6,35000
3+kt,177,Praha 3,29990
1+1,32,Praha 2,17000
2+1,50,Praha 2,19000
3+kt,60,Praha 5,19000
1+kt,28,Praha 6,9500
1+kt,25,Praha 1,15000
3+1,145,Praha 1,60000
2+1,82,Praha 6,19000
3+kt,67,Praha 9,22500
4+kt,240,Praha 3,70000
3+kt,95,Praha 1,39000
2+kt,65,Praha 1,19000
2+kt,40,Praha 5,14000
1+1,38,Praha 4,14000
3+kt,67,Praha,15000
2+kt,89,Praha 2,23500
2+kt,53,Praha,16000
5+kt,137,Praha 2,45000
4+kt,110,Praha 6,45000
4+kt,146,Praha 2,65000
1+kt,45,Praha 5,20000
2+kt,57,Praha 4,23000
3+kt,65,Praha 9,15000
1+kt,30,Praha,13000
3+kt,84,Praha,29000
2+kt,70,Praha 4,15000
2+kt,73,Praha 8,32000
2+kt,68,Praha,25000
3+kt,78,Praha 1,25800
1+1,41,Praha,16500
3+kt,85,Praha 2,45000
2+kt,57,Praha 4,14500
,280,Praha 2,89000
2+kt,70,Praha 5,31000
2+kt,55,Praha 2,24000
1+kt,24,Praha 1,10500
1+kt,35,Praha 2,17000
4+kt,155,Praha 5,45000
2+kt,56,Praha 8,25000
2+kt,55,Praha 3,16000
2+kt,73,Praha 6,20000
2+kt,75,Praha 4,19000
1+kt,28,Praha 3,13900
2+kt,49,Praha 9,16500
1+kt,38,Praha 3,15000
2+kt,91,Praha 8,32000
2+kt,70,Praha,24000
2+1,106,Praha 3,20000
4+kt,183,Praha,120000
2+kt,111,Praha 1,20000
2+1,80,Praha 4,25000
2+kt,89,Praha 8,32000
3+1,103,Praha 1,37000
3+kt,120,Praha 1,49500
flatshare,12,Praha,6000
2+kt,80,Praha,15000
2+kt,75,Praha 8,32000
3+kt,75,Praha 5,25000
1+kt,30,Praha 1,13000
2+kt,68,Praha 5,22500
3+kt,85,Praha 2,28000
1+1,34,Praha,14999
4+kt,72,Praha 4,18000
3+kt,95,Praha 7,29990
1+kt,27,Praha 3,13900
3+kt,93,Praha 3,60253
3+1,105,Praha 2,25000
1+1,35,Praha 9,13000
1+kt,20,Praha 7,10000
4+kt,142,Praha 2,87000
2+kt,61,Praha 3,24500
3+1,107,Praha 3,37000
3+kt,95,Praha 3,22800
3+kt,73,Praha 1,36400
3+kt,116,Praha 3,50000
2+kt,55,Praha 6,12500
2+1,120,Praha 5,39900
3+kt,102,Praha 1,33000
5+1,182,Praha 3,35000
4+1,130,Praha,39999
2+kt,60,Praha 1,15000
2+kt,74,Praha 1,31000
4+1,181,Praha 5,54000
2+kt,84,Praha 3,22000
4+kt,100,Praha 5,30000
3+1,104,Praha,23000
1+kt,58,Praha 3,28000
3+kt,128,Praha 2,39000
2+1,78,Praha 5,17300
2+kt,92,Praha 1,47000
3+kt,87,Praha 2,30000
2+kt,60,Praha 2,35000
3+kt,87,Praha 2,30000
2+1,92,Praha 1,47000
5+kt,200,Praha 2,105000
5+kt,170,Praha 6,49000
3+kt,100,Praha 3,19000
2+kt,80,Praha 1,40000
3+1,110,Praha 1,42980
3+kt,140,Praha 1,75000
2+kt,50,Praha 2,26000
3+kt,81,Praha 5,25000
5+1,225,Praha 1,55000
3+kt,138,Praha 1,50000
3+kt,100,Praha 5,30000
4+kt,143,Praha 1,56000
2+kt,71,Praha 4,17000
3+1,70,Praha 9,14990
1+1,52,Praha 3,20000
2+kt,67,Praha 2,23400
unusual,131,Praha 2,29999
,280,Praha 2,65000
2+1,80,Praha 1,54000
3+1,83,Praha 5,16600
4+kt,129,Praha 6,52000
2+kt,63,Praha,19900
2+kt,53,Praha 8,23000
4+kt,97,Praha 4,37000
3+kt,72,Praha 6,18990
2+kt,50,Praha 1,17000
2+1,79,Praha 2,27400
3+kt,70,Praha 7,15000
2+kt,52,Praha 5,19000
5+kt,170,Praha 1,70000
4+1,147,Praha 6,38000
4+1,120,Praha 1,55000
4+kt,130,Praha 1,60000
4+kt,120,Praha 7,45000
3+kt,78,Praha,30000
2+1,55,Praha 9,15000
4+kt,129,Praha 4,35000
3+1,67,Praha 8,24000
2+kt,40,Praha 6,12000
2+kt,61,Praha 1,18700
3+kt,97,Praha 9,20000
2+kt,42,Praha 2,26000
1+kt,32,Praha 6,15000
4+1,115,Praha 2,48000
2+kt,45,Praha 8,15000
2+kt,63,Praha 1,17000
2+kt,63,Praha 5,17000
2+kt,56,Praha 7,
3+kt,100,Praha 1,30000
1+kt,35,Praha,13000
2+1,77,Praha 2,26900
2+kt,56,Praha 7,
2+1,57,Praha 2,20990
1+kt,33,Praha 4,14900
1+kt,38,Praha 5,10350
2+kt,80,Praha 3,22000
3+1,67,Praha 4,15000
4+kt,117,Praha 1,29900
3+kt,70,Praha 8,24000
4+kt,130,Praha 4,29000
1+kt,35,Praha 2,19000
2+kt,65,Praha 3,18000
2+kt,58,Praha 1,18000
2+1,77,Praha 1,85000
2+1,53,Praha 6,20490
4+kt,164,Praha 6,55000
2+kt,67,Praha 8,24000
2+kt,45,Praha 8,16500
2+kt,55,Praha 8,23000
2+kt,64,Praha 7,
3+kt,86,Praha 8,30000
2+kt,53,Praha 5,15500
3+1,82,Praha 4,19500
3+kt,64,Praha 4,15000
4+kt,146,Praha 2,65000
4+kt,120,Praha 3,50000
1+kt,54,Praha 5,12000
unusual,83,Praha 6,17000
3+1,93,Praha 4,19000
2+kt,52,Praha 8,15000
1+kt,54,Praha 8,19000
3+kt,73,Praha 6,21000
4+1,150,Praha 7,29500
3+kt,70,Praha 8,23500
1+kt,46,Praha,25000
2+1,72,Praha 3,20000
3+kt,49,Praha 1,21000
3+kt,110,Praha 2,39490
3+kt,127,Praha 2,44900
4+kt,129,Praha 2,49900
3+1,70,Praha 9,17500
5+kt,240,Praha 1,90000
3+1,85,Praha 2,30500
3+kt,124,Praha 8,40000
5+1,178,Praha 5,53000
1+kt,34,Praha 4,12000
2+kt,42,Praha 8,19000
2+kt,61,Praha,22500
2+kt,55,Praha,22500
3+kt,111,Praha 2,35000
5+1,184,Praha 1,95000
3+kt,94,Praha 8,45000
1+kt,30,Praha 5,25000
3+1,108,Praha 2,38723
2+1,94,Praha 1,40000
2+1,47,Praha 2,23492
3+1,81,Praha 2,37432
2+1,63,Praha,16000
4+1,123,Praha 5,43886
5+1,184,Praha 1,116168
2+kt,64,Praha 5,20000
2+1,73,Praha 1,42466
5+kt,195,Praha 7,75000
2+1,92,Praha 1,47113
3+1,94,Praha 1,47113
3+kt,94,Praha 2,35900
2+kt,34,Praha 2,22000
5+1,185,Praha 7,50000
2+kt,54,Praha 5,21000
2+kt,50,Praha 1,13500
4+kt,88,Praha 9,25000
1+kt,44,Praha 2,18000
3+1,78,Praha 8,20000
3+kt,87,Praha 2,38000
2+1,41,Praha 8,16000
1+1,37,Praha 4,11000
2+1,70,Praha 7,28700
3+kt,93,Praha 3,60253
,208,Praha 2,79900
2+1,59,Praha 1,15000
3+kt,224,Praha 9,25000
4+1,105,Praha 2,30000
3+kt,93,Praha 3,35057
2+kt,50,Praha,21000
3+kt,100,Praha 1,42000
2+kt,42,Praha 1,22000
2+kt,65,Praha 1,32000
2+1,53,Praha 7,19000
2+kt,67,Praha 4,20000
2+kt,49,Praha 7,18000
,200,Praha 5,75000
1+kt,40,Praha 9,13000
3+kt,120,Praha 5,28000
2+kt,41,Praha 5,13800
1+kt,16,Praha 5,13700
4+kt,140,Praha 4,32000
2+kt,50,Praha,19000
2+kt,53,Praha 2,18000
2+kt,58,Praha,22000
3+kt,84,Praha 6,22000
4+1,160,Praha 1,38000
2+kt,40,Praha 4,12500
3+kt,73,Praha 2,31000
2+1,80,Praha 3,18000
2+kt,52,Praha 6,21500
4+kt,75,Praha 4,25000
3+kt,73,Praha 2,31000
2+1,48,Praha 9,16500
2+kt,54,Praha 5,15000
3+kt,93,Praha 7,41000
1+kt,37,Praha 9,18000
4+kt,90,Praha 1,30000
3+kt,119,Praha 1,47935
2+1,80,Praha 7,22500
1+kt,24,Praha 1,11000
2+1,92,Praha 1,47000
1+kt,20,Praha 1,10500
2+1,70,Praha 5,23000
2+kt,69,Praha 2,23400
3+1,108,Praha 1,30000
1+1,52,Praha 1,12500
unusual,120,Praha 2,35000
2+kt,40,Praha 5,12900
2+kt,56,Praha 5,14900
2+kt,73,Praha 2,29500
4+kt,150,Praha 6,50000
3+1,103,Praha 2,30000
2+1,75,Praha 1,28000
3+kt,67,Praha 1,15500
4+kt,107,Praha 5,37000
,200,Praha 5,79900
,200,Praha 5,75000
4+kt,170,Praha 6,67000
2+1,90,Praha 3,23000
4+1,132,Praha 7,38280
3+1,126,Praha 1,38000
3+kt,93,Praha 3,60253
,269,Praha 6,90000
3+1,110,Praha 1,48000
4+kt,200,Praha 3,119000
4+kt,127,Praha 2,45000
4+kt,155,Praha 5,45000
3+1,96,Praha 1,21000
3+1,60,Praha 1,40000
3+kt,100,Praha 7,37000
2+1,60,Praha 2,20000
2+kt,54,Praha 5,17900
2+kt,48,Praha 5,25000
2+kt,55,Praha 2,15000
2+kt,63,Praha 6,18950
1+kt,24,Praha 3,16000
1+kt,41,Praha 4,11400
4+kt,107,Praha,29000
2+kt,55,Praha 7,17500
2+1,69,Praha,23000
3+1,121,Praha 2,28000
4+kt,110,Praha 1,40000
3+1,108,Praha 7,38000
2+kt,65,Praha 3,22500
,270,Praha 6,90000
4+1,160,Praha 1,60000
3+1,82,Praha 4,20000
4+1,212,Praha 1,90000
3+1,110,Praha 1,55000
2+kt,53,Praha,20500
4+kt,192,Praha 5,59000
3+1,62,Praha 4,16200
4+1,200,Praha 2,105000
3+1,90,Praha 8,25000
4+kt,166,Praha 3,120815
4+1,150,Praha 5,35000
3+kt,76,Praha 8,30000
2+kt,76,Praha 5,16500
2+1,72,Praha 1,23500
4+kt,103,Praha 3,
1+kt,29,Praha 1,19000
4+1,200,Praha 2,105000
3+kt,92,Praha 2,38000
3+kt,110,Praha 2,40000
1+kt,30,Praha,4600
3+kt,93,Praha 3,60253
2+1,76,Praha 6,23000
3+1,200,Praha 3,119000
2+kt,71,Praha 1,22290
2+1,80,Praha 1,85000
1+kt,27,Praha 9,10200
3+1,95,Praha 5,36000
2+kt,61,Praha 5,15500
3+kt,122,Praha 2,35000
4+kt,134,Praha 3,90611
4+kt,100,Praha 6,35000
2+kt,50,Praha 2,26000
1+kt,31,Praha 4,12000
2+kt,79,Praha 1,19500
1+kt,60,Praha 3,18000
2+kt,54,Praha 5,20000
3+kt,132,Praha,40000
1+1,39,Praha 8,10500
5+1,225,Praha 1,55000
2+kt,45,Praha 2,15500
1+kt,24,Praha 3,16000
2+kt,52,Praha 4,18000
2+kt,93,Praha 6,25000
2+1,95,Praha 3,25000
3+kt,61,Praha 7,19500
3+kt,102,Praha 2,39500
3+kt,102,Praha 2,35000
2+kt,50,Praha 8,16000
1+kt,44,Praha 9,15500
1+1,54,Praha 2,14000
2+kt,53,Praha 9,15499
5+kt,397,Praha 8,
3+kt,83,Praha,24990
1+1,41,Praha 2,19500
2+kt,60,Praha 1,24000
2+kt,65,Praha 5,22000
4+kt,168,Praha 7,80000
2+kt,45,Praha 5,27000
3+kt,92,Praha 2,38000
5+kt,220,Praha 6,45000
4+kt,166,Praha 3,120815
3+kt,84,Praha 3,30000
1+kt,30,Praha 1,15000
3+kt,174,Praha 2,61000
3+1,160,Praha 1,90000
5+1,242,Praha 2,135000
5+1,182,Praha 4,55000
4+kt,170,Praha 2,59000
3+kt,93,Praha 3,45151
3+kt,85,Praha 1,30000
3+1,101,Praha 6,37000
1+kt,39,Praha 3,23000
3+kt,93,Praha 3,45151
3+kt,89,Praha 4,19900
3+1,87,Praha 2,30000
3+kt,90,Praha,34990
1+1,28,Praha 8,14000
3+kt,60,Praha 5,20000
2+kt,88,Praha 6,28000
3+1,81,Praha 8,21000
2+kt,90,Praha 3,40272
2+1,45,Praha 1,21000
3+kt,85,Praha 2,38000
2+kt,42,Praha 2,24000
3+kt,100,Praha 7,40000
1+kt,35,Praha 2,21000
3+kt,145,Praha 7,48000
2+1,56,Praha 8,17000
1+kt,35,Praha 2,21000
4+1,200,Praha,50000
2+kt,54,Praha 3,21800
1+kt,47,Praha 6,22000
3+kt,75,Praha 4,18000
2+kt,54,Praha 3,21800
1+kt,30,Praha 3,17500
3+kt,100,Praha 7,40000
3+kt,85,Praha 2,36000
1+kt,24,Praha 2,14300
2+kt,63,Praha 4,17000
2+1,79,Praha 7,22500
5+1,202,Praha 2,105000
1+1,30,Praha 4,9500
2+kt,45,Praha 8,13900
